code_site;libelle_site;code_station;libelle_station;type_station;coordonnee_x_station;coordonnee_y_station;code_projection;longitude_station;latitude_station;influence_locale_station;commentaire_station;altitude_ref_alti_station;code_systeme_alti_site;code_commune_station;libelle_commune;code_departement;code_region;libelle_region;code_cours_eau;libelle_cours_eau;uri_cours_eau;descriptif_station;date_maj_station;date_ouverture_station;date_fermeture_station;commentaire_influence_locale_station;code_regime_station;qualification_donnees_station;code_finalite_station;type_contexte_loi_stat_station;type_loi_station;code_sandre_reseau_station;date_debut_ref_alti_station;date_activation_ref_alti_station;date_maj_ref_alti_station;libelle_departement;en_service
K0983010;Le Rhins à Saint-Cyr-de-Favières [Pont Mordon];K098301001;Le Rhins à Saint-Cyr-de-Favières [Pont Mordon];LIMNI;786637;6542904;26;4.119080644585873;45.98033518662355;1;La courbe de tarage est incertaine en basses eaux, station peu sensible même si contrôle stable. Station arrêtée le 22/12/2020 (continuité écologique, destruction du seuil), station remplacée par la station en aval à Saint-Vincent de Boisset [Pont Maréchal].;289630;3;42212;SAINT-CYR-DE-FAVIERES;42;84;AUVERGNE-RHONE-ALPES;K09-0300;rivière le rhins;http://id.eaufrance.fr/CEA/K09-0300;Cette station a été gérée par la Diren Rhône-Alpes jusqu'au 15/09/2000. Station hauteurs uniquement à partir du 01/01/2004.;2021-05-26T00:00:00Z;1968-01-01T00:00:00Z;2020-12-22T00:00:00Z;NA;1;12;12;1;1;BSH003,BSH060,BSH103,BSH160,POH020,POH038,POH119,POH902;2013-06-01T00:00:00Z;2014-03-03T00:00:00Z;2020-02-21T00:00:00Z;LOIRE;FALSE
K0983011;Le Rhins à Saint-Vincent-de-Boisset;K098301101;Le Rhins à Saint-Vincent-de-Boisset - Pont Maréchal;LIMNI;784975;6547122;26;4.098373386415756;46.01852434140972;0;La courbe de tarage est incertaine en basses eaux en raison de l'absence d'un contrôle hydraulique stable.;NA;NA;42294;SAINT-VINCENT-DE-BOISSET;42;84;AUVERGNE-RHONE-ALPES;K09-0300;rivière le rhins;http://id.eaufrance.fr/CEA/K09-0300;NA;2021-05-26T00:00:00Z;2016-01-01T00:00:00Z;NA;NA;1;12;12;NA;NA;POH020,POH038,POH119,POH902,RIC056,RIC106,RIC256,RIC306;NA;NA;NA;LOIRE;TRUE
K1004510;Le Rhodon à Perreux;K100451001;Le Rhodon à Perreux;LIMNI;786971;6549138;26;4.1245410049945;46.036423468586385;1;Passage de la station en heure TU le 12/02/2008 à 14h30 heure légale. Station arrêtée le 23/06/2015 suite à la démolition du seuil servant de contrôle hydraulique (rétablissement de la continuité écologique).;280000;0;42170;PERREUX;42;84;AUVERGNE-RHONE-ALPES;K1004500;le Rhodon;http://id.eaufrance.fr/CEA/K1004500;NA;2021-05-26T00:00:00Z;1972-12-25T00:00:00Z;2015-07-23T00:00:00Z;NA;1;20;12;1;2;POH020,POH038,POH102,POH902;2015-07-23T00:00:00Z;2014-03-03T00:00:00Z;2017-06-27T00:00:00Z;LOIRE;FALSE
K1040001;Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets];K104000101;Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets] - Echelle les Moquets;LIMNI;799322;6575116;26;4.289699510585152;46.268624320816976;0;NA;329.3;3;71095;CHAPELLE-SOUS-DUN;71;27;BOURGOGNE-FRANCHE-COMTE;K10-0300;le Sornin;http://id.eaufrance.fr/CEA/K10-0300;NA;2020-06-23T00:00:00Z;2019-07-16T00:00:00Z;NA;NA;1;20;7;NA;NA;NA;2019-07-16T00:00:00Z;2020-02-10T00:00:00Z;2020-02-10T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1040001;Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets];K104000102;Le Sornin [bras principal] à la Chapelle-sous-Dun [Les Moquets] - Echelle les Moquets ancienne;LIMNI;799078;6574984;26;4.286503800298948;46.2674716884649;0;Station déplacée en 2019 #300m en amont;NA;NA;71095;CHAPELLE-SOUS-DUN;71;27;BOURGOGNE-FRANCHE-COMTE;K10-0300;le Sornin;http://id.eaufrance.fr/CEA/K10-0300;NA;2020-06-23T00:00:00Z;2013-11-05T00:00:00Z;2019-07-16T00:00:00Z;NA;1;20;7;NA;NA;NA;NA;NA;NA;SAONE-ET-LOIRE;FALSE
K1050002;Le Botoret [bras principal] à Tancon [Barnay];K105000201;Le Botoret [bras principal] à Tancon [Barnay] - Echelle Barnay;LIMNI;795392;6565474;26;4.236716100906417;46.18237711681584;0;NA;287.62;3;71533;TANCON;71;27;BOURGOGNE-FRANCHE-COMTE;K1056000;le Botoret;http://id.eaufrance.fr/CEA/K1056000;NA;2020-06-23T00:00:00Z;2013-11-07T00:00:00Z;NA;NA;1;20;7;NA;NA;NA;2013-11-07T00:00:00Z;2020-02-10T00:00:00Z;2020-02-10T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1050003;Le Sornin [bras principal] à Saint-Maurice-lès-Châteauneuf [Pont D8];K105000301;Le Sornin [bras principal] à Saint-Maurice-lès-Châteauneuf [Pont D8] - Echelle St Maurice;LIMNI;796717;6569055;26;4.25462888358235;46.21443120411366;0;NA;288.65;0;71463;SAINT-MAURICE-LES-CHATEAUNEUF;71;27;BOURGOGNE-FRANCHE-COMTE;K10-0300;le Sornin;http://id.eaufrance.fr/CEA/K10-0300;NA;2020-06-23T00:00:00Z;2013-11-05T00:00:00Z;NA;NA;1;20;7;NA;NA;NA;2013-11-05T00:00:00Z;2020-02-10T00:00:00Z;2020-02-10T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1063010;Le Sornin à Pouilly-sous-Charlieu;K106301001;Le Sornin à Pouilly-sous-Charlieu - Ancienne;LIMNI;789033;6561789;26;4.153588664366271;46.15006468172692;1;NA;NA;NA;42177;POUILLY-SOUS-CHARLIEU;42;84;AUVERGNE-RHONE-ALPES;K10-0300;le Sornin;http://id.eaufrance.fr/CEA/K10-0300;NA;2021-05-26T00:00:00Z;1970-06-25T00:00:00Z;1987-08-01T00:00:00Z;NA;1;12;12;1;2;POH007,POH038,POH119,POH902;NA;NA;NA;LOIRE;FALSE
K1063010;Le Sornin à Pouilly-sous-Charlieu;K106301002;Le Sornin à Pouilly-sous-Charlieu;LIMNI;789033;6561789;26;4.153588664366271;46.15006468172692;2;NA;264820;3;42177;POUILLY-SOUS-CHARLIEU;42;84;AUVERGNE-RHONE-ALPES;K10-0300;le Sornin;http://id.eaufrance.fr/CEA/K10-0300;NA;2021-05-26T00:00:00Z;1989-12-01T00:00:00Z;NA;NA;1;12;2;1;2;BSH003,BSH060,BSH103,BSH160,POH007,POH038,POH119,POH902,RIC056,RIC106,RIC256,RIC306;1989-12-01T00:00:00Z;2017-11-23T00:00:00Z;2021-05-26T00:00:00Z;LOIRE;TRUE
K1084010;La Teyssonne à Changy [La Noaillerie];K108401001;La Teyssonne à Changy [La Noaillerie];LIMNI;768248;6560156;26;3.884069256806692;46.13777581757733;1;NA;349890;3;42049;CHANGY;42;84;AUVERGNE-RHONE-ALPES;K1084000;la Teyssonne;http://id.eaufrance.fr/CEA/K1084000;NA;2021-08-17T00:00:00Z;1971-10-20T00:00:00Z;2016-01-01T00:00:00Z;NA;1;20;12;1;2;POH007,POH038,POH119,POH902;1971-10-20T00:00:00Z;2017-11-23T00:00:00Z;2021-05-26T00:00:00Z;LOIRE;FALSE
K1084020;La Teyssonne à la Bénisson-Dieu;K108402001;La Teyssonne à la Bénisson-Dieu;LIMNI;780377;6561713;26;4.0414347502313355;46.15046372858934;NA;NA;NA;NA;42016;BENISSON-DIEU;42;84;AUVERGNE-RHONE-ALPES;K1084000;la Teyssonne;http://id.eaufrance.fr/CEA/K1084000;NA;2021-08-17T00:00:00Z;2014-05-20T00:00:00Z;NA;NA;1;16;NA;1;0;POH007,POH038,POH119,POH902,RIC056,RIC306;NA;NA;NA;LOIRE;TRUE
K1130002;L'Arconce à Mornay;K113000201;L'Arconce à Mornay - Villorbaine;LIMNI;803552;6599379;26;4.350001669675093;46.48643724286813;0;NA;NA;NA;71323;MORNAY;71;27;BOURGOGNE-FRANCHE-COMTE;K11-0320;l'Arconce;http://id.eaufrance.fr/CEA/K11-0320;NA;2021-08-17T00:00:00Z;2010-01-01T00:00:00Z;NA;NA;1;16;2;NA;NA;POH007,POH038,POH119,POH902,RIC056,RIC306;NA;NA;NA;SAONE-ET-LOIRE;TRUE
K1173210;L'Arconce à Montceaux-l'Étoile;K117321001;L'Arconce à Montceaux-l'Étoile;LIMNI;780717;6584764;26;4.049810157756213;46.35797433360847;1;NA;240780;3;71307;MONTCEAUX-L'ETOILE;71;27;BOURGOGNE-FRANCHE-COMTE;K11-0320;l'Arconce;http://id.eaufrance.fr/CEA/K11-0320;NA;2021-05-26T00:00:00Z;1969-12-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH003,BSH052,BSH103,BSH152,POH007,POH038,POH119,POH902,RIC056,RIC306;1970-01-01T00:00:00Z;2013-11-18T00:00:00Z;2021-05-26T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1180010;La Loire à Digoin;K118001010;La Loire à Digoin - Pont canal;LIMNI;775417;6598045;26;3.9830357134169465;46.47816900440775;3;NA;224190;3;71176;DIGOIN;71;27;BOURGOGNE-FRANCHE-COMTE;----0000;la Loire;http://id.eaufrance.fr/CEA/----0000;NA;2021-05-26T00:00:00Z;1954-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH003,BSH052,BSH103,BSH152,POH007,POH038,POH119,POH902,RIC007,RIC056,RIC106,RIC256,RIC306;1954-01-01T00:00:00Z;2013-11-18T00:00:00Z;2017-07-17T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1180010;La Loire à Digoin;K118001011;La Loire à Digoin - Pont D979b;LIMNI;774416;6598182;26;3.970011265961071;46.479513997656355;0;NA;224190;3;71176;DIGOIN;71;27;BOURGOGNE-FRANCHE-COMTE;----0000;la Loire;http://id.eaufrance.fr/CEA/----0000;NA;2021-05-26T00:00:00Z;2018-06-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;POH007,POH038,POH119,POH902;2018-06-01T00:00:00Z;2017-11-23T00:00:00Z;2021-05-26T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1211810;L'Arroux à Voudenay;K121181001;L'Arroux à Voudenay;LIMNI;805741;6668125;26;4.394358320866825;47.104982277746345;1;Le 15/04/2010 : mise à jour du bassin versant.;315000;2;21715;VOUDENAY;21;27;BOURGOGNE-FRANCHE-COMTE;K1--0180;l'Arroux;http://id.eaufrance.fr/CEA/K1--0180;NA;2021-05-26T00:00:00Z;1969-10-29T00:00:00Z;1987-01-01T00:00:00Z;NA;1;20;12;1;2;POH038,POH902;1969-11-01T00:00:00Z;2013-11-18T00:00:00Z;2020-06-16T00:00:00Z;COTE-D'OR;FALSE
K1243010;La Drée à Saint-Léger-du-Bois [Champéceuillon];K124301001;La Drée à Saint-Léger-du-Bois [Champéceuillon];LIMNI;807709;6658655;26;4.418061525142098;47.0194199187392;1;NA;303150;3;71438;SAINT-LEGER-DU-BOIS;71;27;BOURGOGNE-FRANCHE-COMTE;K12-0300;la Drée;http://id.eaufrance.fr/CEA/K12-0300;NA;2021-05-26T00:00:00Z;1997-04-24T00:00:00Z;NA;NA;1;20;12;1;2;POH005,POH038,POH106,POH902,RIC056,RIC306;2013-02-12T00:00:00Z;2014-09-11T00:00:00Z;2019-03-18T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1251810;L'Arroux à Dracy-Saint-Loup [Surmoulin];K125181001;L'Arroux à Dracy-Saint-Loup [Surmoulin];LIMNI;800311;6656455;26;4.3201964782707245;47.00077033255437;1;NA;290000;2;71184;DRACY-SAINT-LOUP;71;27;BOURGOGNE-FRANCHE-COMTE;K1--0180;l'Arroux;http://id.eaufrance.fr/CEA/K1--0180;NA;2021-05-26T00:00:00Z;1984-02-01T00:00:00Z;NA;NA;1;20;12;1;2;POH005,POH038,POH106,POH902,RIC056,RIC106,RIC256,RIC306;1984-02-01T00:00:00Z;2013-11-18T00:00:00Z;2014-09-11T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1263110;Le Ternin à Saint-Martin-de-la-Mer [Chamboux];K126311001;Le Ternin à Saint-Martin-de-la-Mer [Chamboux];LIMNI;789808;6683357;26;4.187311453251485;47.24444016167409;1;Le 15/04/2010 : mise à jour du bassin versant.;490000;2;21560;SAINT-MARTIN-DE-LA-MER;21;27;BOURGOGNE-FRANCHE-COMTE;K12-0310;le Ternin;http://id.eaufrance.fr/CEA/K12-0310;NA;2021-05-26T00:00:00Z;1973-04-01T00:00:00Z;1983-06-01T00:00:00Z;NA;1;20;12;1;2;POH038,POH902;1973-04-01T00:00:00Z;2013-11-18T00:00:00Z;2021-05-26T00:00:00Z;COTE-D'OR;FALSE
K1273110;Le Ternin à Tavernay [Pré Charmoy];K127311001;Le Ternin à Tavernay [Pré Charmoy];LIMNI;795587;6655352;26;4.257803314514075;46.991535172987824;1;NA;299000;2;71535;TAVERNAY;71;27;BOURGOGNE-FRANCHE-COMTE;K12-0310;le Ternin;http://id.eaufrance.fr/CEA/K12-0310;NA;2021-05-26T00:00:00Z;1967-07-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH003,BSH052,BSH103,BSH152,POH005,POH038,POH106,POH902,RIC056,RIC306;1967-07-01T00:00:00Z;2013-11-18T00:00:00Z;2014-09-11T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1284810;La Celle à la Celle-en-Morvan [Polroy];K128481001;La Celle à la Celle-en-Morvan [Polroy];LIMNI;790935;6656781;26;4.196883525438083;47.005050463660766;1;NA;322000;2;71509;CELLE-EN-MORVAN;71;27;BOURGOGNE-FRANCHE-COMTE;K1284900;la Celle;http://id.eaufrance.fr/CEA/K1284900;NA;2021-05-26T00:00:00Z;1969-09-01T00:00:00Z;NA;NA;1;20;12;1;2;POH005,POH038,POH106,POH902,RIC056,RIC306;1969-09-01T00:00:00Z;2013-11-18T00:00:00Z;2014-09-11T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1294510;Le Méchet à Monthelon;K129451001;Le Méchet à Monthelon;LIMNI;791033;6650614;26;4.196942891626866;46.949519149950106;1;Le 15/04/2010 : mise à jour du bassin versant.;NA;NA;71313;MONTHELON;71;27;BOURGOGNE-FRANCHE-COMTE;K1294500;le Méchet;http://id.eaufrance.fr/CEA/K1294500;NA;2021-05-26T00:00:00Z;1968-01-01T00:00:00Z;1995-01-01T00:00:00Z;NA;1;12;12;1;2;POH038,POH902;NA;NA;NA;SAONE-ET-LOIRE;FALSE
K1314010;Le Mesvrin à Mesvres [Le Mousseau];K131401001;Le Mesvrin à Mesvres [Le Mousseau];LIMNI;796370;6641256;26;4.265133253608904;46.86452411888181;1;NA;282540;3;71297;MESVRES;71;27;BOURGOGNE-FRANCHE-COMTE;K1314000;le Mesvrin;http://id.eaufrance.fr/CEA/K1314000;NA;2021-05-26T00:00:00Z;1996-08-02T00:00:00Z;NA;NA;1;20;12;1;2;POH005,POH038,POH106,POH902,RIC056,RIC306;2013-02-12T00:00:00Z;2014-09-11T00:00:00Z;2021-05-26T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1321810;L'Arroux à Étang-sur-Arroux;K132181010;L'Arroux à Étang-sur-Arroux - Pont du Tacot;LIMNI;790858;6639719;26;4.19247905310404;46.851459276931934;1;NA;268090;3;71192;ETANG-SUR-ARROUX;71;27;BOURGOGNE-FRANCHE-COMTE;K1--0180;l'Arroux;http://id.eaufrance.fr/CEA/K1--0180;NA;2021-05-26T00:00:00Z;1971-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH003,BSH052,BSH103,BSH152,POH007,POH038,POH119,POH902,RIC007,RIC056,RIC106,RIC256,RIC306;1971-01-01T00:00:00Z;2013-11-18T00:00:00Z;2020-08-28T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1341810;L'Arroux à Rigny-sur-Arroux;K134181001;L'Arroux à Rigny-sur-Arroux;LIMNI;779283;6604359;26;4.0345003044792644;46.53457399467951;1;Le zéro de l'échelle de la station à été modifié lors de la reconstruction du pont de Rigny. Il est passé de 231.21 à 231.68 à partir du 01/01/1997.;231680;3;71370;RIGNY-SUR-ARROUX;71;27;BOURGOGNE-FRANCHE-COMTE;K1--0180;l'Arroux;http://id.eaufrance.fr/CEA/K1--0180;NA;2021-05-26T00:00:00Z;1967-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH003,BSH052,BSH103,BSH152,POH007,POH038,POH119,POH902,RIC007,RIC056,RIC106,RIC256,RIC306;1967-01-01T00:00:00Z;2013-11-18T00:00:00Z;2021-05-26T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1353010;La Bourbince à Blanzy;K135301001;La Bourbince à Blanzy;LIMNI;806678;6623059;26;4.396204913613007;46.69913833886521;2;NA;280000;3;71040;BLANZY;71;27;BOURGOGNE-FRANCHE-COMTE;K13-0300;la Bourbince;http://id.eaufrance.fr/CEA/K13-0300;NA;2021-05-26T00:00:00Z;2005-12-29T00:00:00Z;NA;NA;1;20;12;1;2;POH005,POH038,POH106,POH902,RIC056,RIC306;2014-02-14T00:00:00Z;2014-09-11T00:00:00Z;2014-09-11T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1363010;La Bourbince à Ciry-le-Noble;K136301001;La Bourbince à Ciry-le-Noble;LIMNI;799572;6612411;26;4.300923029721377;46.60436792107566;1;NA;264000;2;71132;CIRY-LE-NOBLE;71;27;BOURGOGNE-FRANCHE-COMTE;K13-0300;la Bourbince;http://id.eaufrance.fr/CEA/K13-0300;NA;2021-05-26T00:00:00Z;1917-12-31T00:00:00Z;NA;NA;1;20;12;1;2;POH005,POH038,POH106,POH902,RIC007,RIC056,RIC106,RIC256,RIC306;1981-03-01T00:00:00Z;2013-11-18T00:00:00Z;2014-09-11T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1370003;L'Oudrache à Oudry;K137000301;L'Oudrache à Oudry - La Croix;LIMNI;789531.38;6609088.61;26;4.169118443773016;46.57586960686434;0;NA;NA;NA;71334;OUDRY;71;27;BOURGOGNE-FRANCHE-COMTE;K1374000;l'Oudrache;http://id.eaufrance.fr/CEA/K1374000;NA;2021-08-17T00:00:00Z;2016-01-01T00:00:00Z;NA;NA;1;16;2;NA;NA;POH007,POH038,POH119,POH902,RIC056,RIC306;NA;NA;NA;SAONE-ET-LOIRE;TRUE
K1383010;La Bourbince à Vitry-en-Charollais;K138301001;La Bourbince à Vitry-en-Charollais;LIMNI;782751;6597429;26;4.078510958123175;46.471760631866694;1;NA;232650;3;71588;VITRY-EN-CHAROLLAIS;71;27;BOURGOGNE-FRANCHE-COMTE;K13-0300;la Bourbince;http://id.eaufrance.fr/CEA/K13-0300;NA;2021-05-26T00:00:00Z;1967-01-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH003,BSH052,BSH103,BSH152,POH007,POH038,POH119,POH902,RIC056,RIC106,RIC256,RIC306;1967-01-01T00:00:00Z;2013-11-18T00:00:00Z;2021-05-26T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1391810;L'Arroux à Digoin;K139181001;L'Arroux à Digoin - Le Verdier;LIMNI;775870;6599916;26;3.9892453194972943;46.49496420447544;3;Influence des crues de la Loire sur les hautes eaux. Absences de données du 01/09/1997 au 10/12/1999 (travaux de reconstruction de la passerelle).;223980;3;71176;DIGOIN;71;27;BOURGOGNE-FRANCHE-COMTE;K1--0180;l'Arroux;http://id.eaufrance.fr/CEA/K1--0180;NA;2021-05-26T00:00:00Z;1958-01-01T00:00:00Z;NA;Station influencée en hautes eaux par les crues de la Loire.;1;20;12;1;2;POH007,POH038,POH119,POH902,RIC056,RIC306;1958-01-01T00:00:00Z;2013-11-18T00:00:00Z;2021-05-26T00:00:00Z;SAONE-ET-LOIRE;TRUE
K1414010;La Vouzance à Saint-Léger-sur-Vouzance;K141401001;La Vouzance à Saint-Léger-sur-Vouzance;LIMNI;772222;6591042;26;3.9403070136856937;46.41546500832488;1;NA;239580;3;03239;SAINT-LEGER-SUR-VOUZANCE;03;84;AUVERGNE-RHONE-ALPES;K1414000;la Vouzance;http://id.eaufrance.fr/CEA/K1414000;NA;2021-05-26T00:00:00Z;1997-06-01T00:00:00Z;NA;NA;1;20;12;1;2;BSH003,BSH060,BSH103,BSH160,POH007,POH038,POH119,POH902,RIC056,RIC306;1997-06-01T00:00:00Z;2017-11-23T00:00:00Z;2021-05-26T00:00:00Z;ALLIER;TRUE
K1436010;La Loddes au Donjon;K143601001;La Loddes au Donjon;LIMNI;761264;6583700;26;3.796683551378134;46.350442046256624;1;NA;NA;NA;03103;DONJON;03;84;AUVERGNE-RHONE-ALPES;K143440A;NA;http://id.eaufrance.fr/CEA/K143440A;NA;2021-05-12T00:00:00Z;1988-06-01T00:00:00Z;1998-01-01T00:00:00Z;NA;1;20;12;1;2;NA;NA;NA;NA;ALLIER;FALSE
