code_site;libelle_site;code_station;libelle_station;type_station;coordonnee_x_station;coordonnee_y_station;code_projection;longitude_station;latitude_station;influence_locale_station;commentaire_station;altitude_ref_alti_station;code_systeme_alti_site;code_commune_station;libelle_commune;code_departement;code_region;libelle_region;code_cours_eau;libelle_cours_eau;uri_cours_eau;descriptif_station;date_maj_station;date_ouverture_station;date_fermeture_station;commentaire_influence_locale_station;code_regime_station;qualification_donnees_station;code_finalite_station;type_contexte_loi_stat_station;type_loi_station;code_sandre_reseau_station;date_debut_ref_alti_station;date_activation_ref_alti_station;date_maj_ref_alti_station;libelle_departement;en_service
10110001;[Barbotteau] à Petit-Bourg;1011000101;[Barbotteau] à Petit-Bourg - Barbotteau;LIMNI;643352;1790354;39;-61.65898959694908;16.18940247103205;0;Implantation station 2m avant prise d'eau Conseil Général;13.9;0;97118;PETIT-BOURG;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2021-10-11T00:00:00Z;2012-11-11T00:00:00Z;NA;NA;1;16;1;NA;NA;NA;2012-11-01T00:00:00Z;2017-07-11T00:00:00Z;2021-10-11T00:00:00Z;GUADELOUPE;TRUE
10150001;[Maison Forêt] à Petit-Bourg;1015000101;[Maison Forêt] à Petit-Bourg - MAISON DE LA FORÊT;LIMNI;639709;1788847;39;-61.693151781347254;16.175994532315958;0;NA;218;0;97118;PETIT-BOURG;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2020-06-23T00:00:00Z;2001-07-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;NA;2001-07-01T00:00:00Z;2017-07-17T00:00:00Z;2017-07-17T00:00:00Z;GUADELOUPE;TRUE
10160001;[Prise d'eau Duclos] à Petit-Bourg;1016000101;[Prise d'eau Duclos] à Petit-Bourg - Duclos;LIMNI;642560;1791430;39;-61.666331696939;16.199173717620607;0;Implantation station 1m avant prise d'eau AEP;100;0;97118;PETIT-BOURG;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2020-06-26T00:00:00Z;2016-02-11T00:00:00Z;NA;NA;1;16;NA;NA;NA;NA;2016-02-11T00:00:00Z;2017-07-11T00:00:00Z;2017-07-11T00:00:00Z;GUADELOUPE;TRUE
10250001;[La Boucan] à Sainte-Rose;1025000101;[La Boucan] à Sainte-Rose - BOUCAN;LIMNI;642300;1800340;39;-61.66822174359779;16.279715360157738;0;NA;8;0;97129;SAINTE-ROSE;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2020-06-23T00:00:00Z;2001-08-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;NA;2001-08-01T00:00:00Z;2017-07-27T00:00:00Z;2017-07-27T00:00:00Z;GUADELOUPE;TRUE
10400001;[Ravine Bleue] à Sainte-Rose;1040000101;[Ravine Bleue] à Sainte-Rose - Ravbleue;LIMNI;636997;1801881;39;-61.717752569339325;16.29394928236156;0;implantation station 5m amont prise AEP;165;0;97129;SAINTE-ROSE;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2020-06-23T00:00:00Z;2014-07-11T00:00:00Z;NA;NA;1;16;NA;NA;NA;NA;2014-07-11T00:00:00Z;2017-07-11T00:00:00Z;2017-07-11T00:00:00Z;GUADELOUPE;TRUE
11100001;[Prise d'eau] à Petit-Bourg;1110000101;[Prise d'eau] à Petit-Bourg - TRIANON;LIMNI;646700;1786895;39;-61.62789242527204;16.157941414571635;0;NA;115;0;97118;PETIT-BOURG;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2020-06-23T00:00:00Z;2000-05-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;NA;2000-05-01T00:00:00Z;2017-07-27T00:00:00Z;2017-07-27T00:00:00Z;GUADELOUPE;TRUE
11110001;[pont RN] à Petit-Bourg;1111000101;[pont RN] à Petit-Bourg - PETIT-BOURG PONT RN;LIMNI;649450;1789590;39;-61.6020054541109;16.182130429969686;0;NA;15;0;97118;PETIT-BOURG;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2020-06-23T00:00:00Z;2016-02-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;NA;2016-02-01T00:00:00Z;2017-07-17T00:00:00Z;2017-07-17T00:00:00Z;GUADELOUPE;TRUE
11200001;La Grande Rivière de Capesterre [Prise d'eau] à Capesterre-Belle-Eau;1120000101;La Grande Rivière de Capesterre [Prise d'eau] à Capesterre-Belle-Eau;LIMNI;648797;1777346;39;-61.60888488804209;16.07151381233285;0;Station de référence pour le suivi sécheresse;NA;NA;97107;CAPESTERRE-BELLE-EAU;971;01;GUADELOUPE;11200020;Grande Rivière de Capesterre;http://id.eaufrance.fr/CEA/11200020;NA;2020-06-23T00:00:00Z;2000-05-01T00:00:00Z;NA;NA;1;20;17;NA;NA;NA;NA;NA;NA;GUADELOUPE;TRUE
11200002;[pont RN] à Capesterre-Belle-Eau;1120000201;[pont RN] à Capesterre-Belle-Eau;LIMNI;653390;1775800;39;-61.566054216948;16.0572584538311;0;NA;NA;NA;97107;CAPESTERRE-BELLE-EAU;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2021-01-19T00:00:00Z;2016-02-16T00:00:00Z;NA;NA;1;20;7;NA;NA;NA;NA;NA;NA;GUADELOUPE;TRUE
11310001;[Pont RD] à Trois-Rivières;1131000101;[Pont RD] à Trois-Rivières - TROIS-RIVIERES;LIMNI;643470;1765310;39;-61.65940388807984;15.963051431176549;0;NA;5;0;97132;TROIS-RIVIERES;971;01;GUADELOUPE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2020-06-23T00:00:00Z;2016-10-01T00:00:00Z;NA;NA;1;16;NA;NA;NA;NA;2016-10-01T00:00:00Z;2017-07-27T00:00:00Z;2017-07-27T00:00:00Z;GUADELOUPE;TRUE
