code_site;libelle_site;code_station;libelle_station;type_station;coordonnee_x_station;coordonnee_y_station;code_projection;longitude_station;latitude_station;influence_locale_station;commentaire_station;altitude_ref_alti_station;code_systeme_alti_site;code_commune_station;libelle_commune;code_departement;code_region;libelle_region;code_cours_eau;libelle_cours_eau;uri_cours_eau;descriptif_station;date_maj_station;date_ouverture_station;date_fermeture_station;commentaire_influence_locale_station;code_regime_station;qualification_donnees_station;code_finalite_station;type_contexte_loi_stat_station;type_loi_station;code_sandre_reseau_station;date_debut_ref_alti_station;date_activation_ref_alti_station;date_maj_ref_alti_station;libelle_departement;en_service
Y0474110;Le ruisseau du Mas d'Estrades [Le canal de Vernet-et-Pia] au Soler;Y047411001;Le ruisseau du Mas d'Estrades [Le canal de Vernet-et-Pia] au Soler;LIMNI;682436;6176302;26;2.785950453041545;42.68612284689165;3;NA;NA;NA;66195;SOLER;66;76;OCCITANIE;Y0470500;Ruisseau du Mas d'Estrades;http://id.eaufrance.fr/CEA/Y0470500;NA;2021-01-19T00:00:00Z;1986-12-31T00:00:00Z;1993-01-01T00:00:00Z;NA;1;20;4;1;1;NA;NA;NA;NA;PYRENEES-ORIENTALES;FALSE
Y0475620;La Basse à Perpignan [Pont autoroute];Y047562001;La Basse à Perpignan [Pont autoroute];LIMNI;688683;6176295;26;2.8620815545421694;42.68618508836859;3;NA;NA;NA;66136;PERPIGNAN;66;76;OCCITANIE;Y0470560;La Basse;http://id.eaufrance.fr/CEA/Y0470560;NA;2021-02-16T00:00:00Z;1976-12-14T00:00:00Z;1991-01-11T00:00:00Z;NA;1;12;12;1;1;POH041;NA;NA;NA;PYRENEES-ORIENTALES;FALSE
Y0477010;[La résurgence de l'Addoux] à Sainte-Colombe-de-la-Commanderie;Y047701001;[La résurgence de l'Addoux] à Sainte-Colombe-de-la-Commanderie;LIMNI;679036;6168202;26;2.7448344728669367;42.613208638898584;1;NA;NA;NA;66170;SAINTE-COLOMBE-DE-LA-COMMANDERIE;66;76;OCCITANIE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2021-05-12T00:00:00Z;1971-04-22T00:00:00Z;1979-05-01T00:00:00Z;NA;1;20;12;1;1;POH041;NA;NA;NA;PYRENEES-ORIENTALES;FALSE
Y0478820;[Le canal de Perpignan] à Canohès;Y047882001;[Le canal de Perpignan] à Canohès;LIMNI;686339;6173102;26;2.8335976863292784;42.65743699496921;3;NA;NA;NA;66038;CANOHES;66;76;OCCITANIE;00000000;NA;http://id.eaufrance.fr/CEA/00000000;NA;2021-05-07T00:00:00Z;1967-11-01T00:00:00Z;NA;NA;1;20;4;1;1;NA;NA;NA;NA;PYRENEES-ORIENTALES;TRUE
Y0505810;Le ruisseau de Villelongue [Le canal de l'Auque] à Sainte-Marie [La Mer];Y050581001;Le ruisseau de Villelongue [Le canal de l'Auque] à Sainte-Marie [La Mer];LIMNI;702627;6182354;26;3.0320448202351673;42.7407464008486;1;NA;NA;NA;66182;SAINTE-MARIE-LA-MER;66;76;OCCITANIE;Y0500560;Ruisseau de Villelongue;http://id.eaufrance.fr/CEA/Y0500560;NA;2021-05-12T00:00:00Z;1966-03-29T00:00:00Z;1969-01-02T00:00:00Z;NA;1;20;3;1;1;POH041;NA;NA;NA;PYRENEES-ORIENTALES;FALSE
Y0604010;L'Agly à Camps-sur-l'Agly;Y060401001;L'Agly à Camps-sur-l'Agly;LIMNI;654930;6195702;26;2.449097489461428;42.85936071200357;1;NA;452;2;11065;CAMPS-SUR-L'AGLY;11;76;OCCITANIE;Y06-0400;L'Agly;http://id.eaufrance.fr/CEA/Y06-0400;NA;2021-05-12T00:00:00Z;1962-06-01T00:00:00Z;1971-01-18T00:00:00Z;NA;1;20;12;1;1;POH041;1962-06-01T00:00:00Z;2016-05-13T00:00:00Z;2016-05-13T00:00:00Z;AUDE;FALSE
Y0615020;La Boulzane à Saint-Paul-de-Fenouillet;Y061502001;La Boulzane à Saint-Paul-de-Fenouillet;LIMNI;657419;6189751;26;2.479999308002182;42.80600159813839;1;NA;246;2;66187;SAINT-PAUL-DE-FENOUILLET;66;76;OCCITANIE;Y0610500;La Boulzane;http://id.eaufrance.fr/CEA/Y0610500;NA;2021-05-12T00:00:00Z;1962-01-01T00:00:00Z;1991-01-01T00:00:00Z;NA;1;20;12;1;1;POH041;1962-01-01T00:00:00Z;2016-05-13T00:00:00Z;2016-05-13T00:00:00Z;PYRENEES-ORIENTALES;FALSE
Y0615040;La Boulzane à Saint-Paul-de-Fenouillet [Lapradelle];Y061504001;La Boulzane à Saint-Paul-de-Fenouillet [Lapradelle];LIMNI;644554;6190778;26;2.3227907179682137;42.81435909847171;2;NA;NA;NA;66187;SAINT-PAUL-DE-FENOUILLET;66;76;OCCITANIE;Y0610500;La Boulzane;http://id.eaufrance.fr/CEA/Y0610500;NA;2020-06-26T00:00:00Z;2005-03-01T00:00:00Z;NA;NA;1;20;0;1;1;POH012,POH041,POH105,POH900,RIC059,RIC309;NA;NA;NA;PYRENEES-ORIENTALES;TRUE
Y0624020;L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou];Y062402001;L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou];LIMNI;658839.276;6189068.294;26;2.49739635916548;42.799945612839686;1;Station raccordée au réseau automatique départemental d'annonce de crues et de gestion du barrage de Vinça. A compter du 01/01/2006, les heures sont en temps universel.;232000;2;66187;SAINT-PAUL-DE-FENOUILLET;66;76;OCCITANIE;Y06-0400;L'Agly;http://id.eaufrance.fr/CEA/Y06-0400;NA;2021-01-19T00:00:00Z;1970-07-20T00:00:00Z;NA;NA;1;20;1;1;1;BSH001,BSH059,BSH101,BSH159,POH012,POH041,POH105,POH900,RIC010,RIC309;1970-07-20T00:00:00Z;2013-11-18T00:00:00Z;2019-07-24T00:00:00Z;PYRENEES-ORIENTALES;TRUE
Y0624020;L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou];Y062402002;L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou] - St Arnac;LIMNI;660814;6187409;26;2.5216313757569835;42.785136170752494;0;NA;NA;NA;66187;SAINT-PAUL-DE-FENOUILLET;66;76;OCCITANIE;Y06-0400;L'Agly;http://id.eaufrance.fr/CEA/Y06-0400;NA;2020-06-23T00:00:00Z;2012-12-01T00:00:00Z;NA;NA;1;16;1;NA;NA;POH012,POH041,POH105;NA;NA;NA;PYRENEES-ORIENTALES;TRUE
